DAUID,Population,Population Density per Square Kilometre,Land Area in Square Kilometre
12080091,1222,97.2,12.57
12080092,775,120.1,6.45
12080093,833,588.7,1.42
12080094,516,254.4,2.03
12080095,453,2064.7,0.22
12080096,526,2332.6,0.23
12080097,514,220.1,2.34
12080098,583,203.8,2.86
12080099,690,96.2,7.18
12080100,1194,93.7,12.75
12080101,490,76,6.45
12080102,596,5.3,113.35
12080103,464,43.6,10.65
12080104,551,448.6,1.23
12080105,550,611.4,0.9
12080106,534,29.4,18.18
12080107,457,3.3,137.23
12080108,471,4.3,109.2
12080109,402,11.9,33.84
12080110,468,13.4,34.92
12080111,443,2.2,202.83
12080112,588,10,58.81
12080113,480,6.9,69.63
12080114,499,15.1,33.13
12080115,531,19,27.91
12080116,540,16.4,32.84
12080117,733,4.9,150.16
12080118,910,7.6,119.3
12080119,866,6.4,136.01
12080120,844,52.2,16.18
12080121,763,25.8,29.55
12080122,899,27,33.3
12080123,687,26,26.39
12080127,950,65.2,14.56
12080128,540,164.1,3.29
12080129,1736,920,1.89
12080130,15,1.5,10.16
12080131,267,117,2.28
12080132,913,65.3,13.99
12080133,138,26.6,5.19
1209,440072,80.3,5477.53
12090103,680,2076.3,0.33
12090104,230,2327.9,0.1
12090105,601,3024.7,0.2
12090106,270,5781.6,0.05
12090108,621,2123.1,0.29
12090114,554,3160.3,0.18
12090115,1428,2084.7,0.69
12090116,1063,1415.3,0.75
12090117,470,1136.9,0.41
12090118,469,1463.3,0.32
12090119,512,1406.6,0.36
12090120,535,65.6,8.15
12090121,739,1474.8,0.5
12090122,414,1465.5,0.28
12090123,907,298.9,3.03
12090128,942,697.1,1.35
12090130,1096,194.9,5.62
12090131,656,2487.7,0.26
12090132,285,5937.5,0.05
12090133,609,3342.5,0.18
12090134,634,2684.2,0.24
12090135,772,3751.2,0.21
12090136,354,2316.8,0.15
12090137,421,2352,0.18
12090138,704,1661.6,0.42
12090139,309,1299.4,0.24
12090140,504,6331.7,0.08
12090141,561,3537.2,0.16
12090142,288,3210.7,0.09
12090143,424,1386.1,0.31
12090144,410,2676.2,0.15
12090145,315,3343.9,0.09
12090146,613,3219.5,0.19
12090147,463,2945.3,0.16
12090148,327,1582,0.21
12090149,470,2602.4,0.18
12090150,378,2024.6,0.19
12090152,377,1727.8,0.22
12090153,570,4664.5,0.12
12090154,420,3936.3,0.11
12090158,549,2239,0.25
12090159,535,2108.8,0.25
12090160,460,1661.2,0.28
12090161,432,920.9,0.47
12090162,475,1044,0.46
12090163,384,2508.2,0.15
12090164,682,4525.5,0.15
12090165,464,1541.5,0.3
12090166,1133,2721.6,0.42
12090167,442,2181.6,0.2
12090168,1301,5536.2,0.24
12090169,387,3059.3,0.13
12090170,450,3279.9,0.14
12090171,496,3123.4,0.16
12090172,599,4527.6,0.13
12090175,653,2726.5,0.24
12090176,499,4113.8,0.12
12090177,326,5873.9,0.06
12090178,462,6372.4,0.07
12090179,472,2792.9,0.17
12090182,398,2828.7,0.14
12090183,556,3123.6,0.18
12090184,745,2462,0.3
12090185,1719,1598.6,1.08
12090186,498,2137.3,0.23
12090187,394,1646.5,0.24
12090188,486,6675.8,0.07
12090189,901,1250.7,0.72
12090190,386,2424.6,0.16
12090191,543,1794.4,0.3
12090192,698,634,1.1
12090193,1553,91,17.07
12090194,377,1782.5,0.21
12090195,550,7670.9,0.07
12090196,617,7533.6,0.08
12090197,503,1933.9,0.26
12090198,384,3636.4,0.11
12090199,422,3139.9,0.13
12090200,624,967.1,0.65
12090201,580,2861.4,0.2
12090202,675,2268.9,0.3
12090203,356,2188.1,0.16
12090204,491,1831.4,0.27
12090205,1189,4231.3,0.28
12090206,382,3080.6,0.12
12090209,421,3177.4,0.13
12090210,427,4295.8,0.1
12090211,323,3580.9,0.09
12090212,369,3416.7,0.11
12090213,538,6427.7,0.08
12090214,606,4391.3,0.14
12090215,494,7417.4,0.07
12090216,1256,6749.1,0.19
12090217,528,9981.1,0.05
12090220,1082,2463.6,0.44
12090223,715,2275.6,0.31
12090224,352,3417.5,0.1
12090225,562,4865.8,0.12
12090226,439,4225.2,0.1
12090227,457,3032.5,0.15
12090228,485,4425.2,0.11
12090229,447,4225,0.11
12090230,614,4904.2,0.13
12090231,680,691.8,0.98
12090232,830,1149.3,0.72
12090241,404,4204,0.1
12090244,624,1529,0.41
12090245,525,2671.8,0.2
12090246,714,4860.4,0.15
12090247,475,4922.3,0.1
12090248,645,2490.3,0.26
12090249,898,2475.2,0.36
12090250,707,2423.7,0.29
12090251,564,6273.6,0.09
12090252,1070,2377.8,0.45
12090253,507,4011.1,0.13
12090254,774,3701.6,0.21
12090255,466,3870.4,0.12
12090256,343,8955.6,0.04
12090259,409,5557.1,0.07
12090260,366,2515.5,0.15
12090261,460,3752,0.12
12090262,701,3007.3,0.23
12090263,960,1433,0.67
12090264,866,2681.1,0.32
12090265,710,1004.8,0.71
12090267,453,1913,0.24
12090270,360,2889.2,0.12
12090271,504,10100.2,0.05
12090272,1034,341.7,3.03
12090273,232,3531.2,0.07
12090277,635,2333.7,0.27
12090279,643,1498.1,0.43
12090280,577,3360.5,0.17
12090281,593,3531.9,0.17
12090282,569,3594.4,0.16
12090291,518,6332.5,0.08
12090292,309,1156.9,0.27
12090293,548,2406.7,0.23
12090294,493,478.9,1.03
12090295,1017,1340.5,0.76
12090296,1063,17570.2,0.06
12090297,674,22244.2,0.03
12090298,557,16626.9,0.03
12090311,451,6536.2,0.07
12090312,530,7571.4,0.07
12090313,736,6583.2,0.11
12090324,335,3224.3,0.1
12090325,461,2322.4,0.2
12090326,583,4031.8,0.14
12090327,601,4898.1,0.12
12090328,476,9407.1,0.05
12090329,532,5852.6,0.09
12090330,489,1561.8,0.31
12090331,541,1821.5,0.3
12090332,511,7038.6,0.07
12090333,435,6075.4,0.07
12090334,677,5887,0.12
12090335,343,4203.4,0.08
12090336,557,6552.9,0.09
12090337,1351,6648.6,0.2
12090340,607,6232,0.1
12090341,703,18897.8,0.04
12090342,511,9883.9,0.05
12090343,1796,13264.4,0.14
12090344,398,14368.2,0.03
12090345,458,7951.4,0.06
12090346,519,11209.5,0.05
12090347,501,7187.9,0.07
12090348,435,25588.2,0.02
12090349,398,7411.5,0.05
12090350,347,3442.5,0.1
12090351,1299,3977.3,0.33
12090355,1123,2244.2,0.5
12090356,526,1688.6,0.31
12090357,1127,2139.3,0.53
12090358,545,9578.2,0.06
12090359,1203,23496.1,0.05
12090362,527,855.5,0.62
12090365,458,2611.2,0.18
12090366,1057,3538.7,0.3
12090367,436,3533.2,0.12
12090368,393,1884,0.21
12090369,546,1033.9,0.53
12090370,705,1407.2,0.5
12090371,584,869.6,0.67
12090372,2137,672.5,3.18
12090373,399,456.8,0.87
12090406,1143,2742.3,0.42
12090407,606,1247.2,0.49
12090415,520,3147.7,0.17
12090420,374,709.7,0.53
12090421,421,1851.4,0.23
12090474,1045,766.9,1.36
12090475,495,591.5,0.84
12090476,520,8888.9,0.06
12090477,528,5770.5,0.09
12090478,414,3514.4,0.12
12090479,736,5333.3,0.14
12090481,334,3642.3,0.09
12090482,1449,618.3,2.34
12090483,324,3192.1,0.1
12090484,328,3150.8,0.1
12090485,576,2012.6,0.29
12090486,427,3085.3,0.14
12090487,639,3683,0.17
12090488,467,4910.6,0.1
12090489,724,5242.6,0.14
12090490,527,5636.4,0.09
12090491,323,3233.2,0.1
12090492,1019,9568.1,0.11
12090493,1119,5600.6,0.2
12090494,366,7787.2,0.05
12090495,463,6368.6,0.07
12090496,967,6093.3,0.16
12090497,479,5063.4,0.09
12090498,419,3662.6,0.11
12090500,678,7475.2,0.09
12090501,866,10093.2,0.09
12090502,1027,4366.5,0.24
12090506,523,4489.3,0.12
12090507,1257,3861.8,0.33
12090508,365,3041.7,0.12
12090509,653,4353.3,0.15
12090510,993,6092,0.16
12090513,316,8851.5,0.04
12090514,423,2759.3,0.15
12090516,450,1420,0.32
12090517,348,4157.7,0.08
12090518,467,1939.4,0.24
12090520,980,7040.2,0.14
12090521,2057,2582.5,0.8
12090523,1182,1112.7,1.06
12090528,1017,3323.5,0.31
12090530,702,9200.5,0.08
12090531,619,6699.1,0.09
12090532,1147,6433,0.18
12090533,434,4712.3,0.09
12090534,899,5428.7,0.17
12090536,626,6285.1,0.1
12090537,342,5385.8,0.06
12090538,342,2531.5,0.14
12090539,598,4238.1,0.14
12090540,555,2208.5,0.25
12090541,633,3336.8,0.19
12090542,758,2784.7,0.27
12090562,452,4897.1,0.09
12090563,736,3353.1,0.22
12090564,880,3727.2,0.24
12090565,1211,3555.5,0.34
12090567,638,2312.4,0.28
12090569,1414,3369.1,0.42
12090570,846,5238.4,0.16
12090571,466,3240.6,0.14
12090572,1751,4904.8,0.36
12090573,1037,6881.2,0.15
12090574,1112,1195.4,0.93
12090576,252,284.9,0.88
12090577,987,5159.4,0.19
12090578,455,3035.4,0.15
12090579,548,600.4,0.91
12090580,1756,6453.5,0.27
12090581,923,6361.1,0.15
12090582,549,7011.5,0.08
12090583,366,3.2,113.54
12090587,5,57.9,0.09
12090588,5,12.1,0.41
12090590,20,24,0.83
12090591,565,2.2,255.36
12090592,632,1.1,584.15
12090593,442,4.7,94.32
12090594,458,5.9,77.15
12090595,646,5.4,119.8
12090596,632,20.2,31.27
12090597,894,10.1,88.54
12090598,594,1.7,343.35
12090599,778,29.8,26.1
12090600,839,90.1,9.31
12090602,857,258.9,3.31
12090608,993,39,25.46
12090609,493,248.4,1.98
12090610,365,276.5,1.32
12090611,416,25.5,16.34
12090612,625,237.8,2.63
12090613,507,1750.7,0.29
12090614,592,2169.3,0.27
12090615,585,677.9,0.86
12090616,574,2390.7,0.24
12090617,486,1707.1,0.28
12090618,424,2221.1,0.19
12090619,601,2054.7,0.29
12090620,499,1902.4,0.26
12090621,548,1174.7,0.47
12090622,616,1559.1,0.4
12090623,395,1308.8,0.3
12090624,521,2211.4,0.24
12090625,470,3042.1,0.15
12090627,514,4457.9,0.12
12090628,654,1077.1,0.61
12090629,2570,1457.9,1.76
12090630,801,1656,0.48
12090631,412,1231.7,0.33
12090632,881,887.7,0.99
12090633,896,1619.4,0.55
12090634,1001,2036.6,0.49
12090635,1442,1516.9,0.95
12090636,854,401.4,2.13
12090637,971,2818.6,0.34
12090638,785,684.7,1.15
12090641,654,347.3,1.88
12090642,1549,112.3,13.79
12090643,635,506.3,1.25
12090648,484,5068.1,0.1
12090649,530,2152.7,0.25
12090650,457,5762.9,0.08
12090651,663,319.3,2.08
12090652,743,3439.8,0.22
12090653,1085,551.5,1.97
12090655,1498,76.8,19.51
12090656,946,19.8,47.87
12090657,1083,37.9,28.57
12090658,441,459.2,0.96
12090659,528,549.8,0.96
12090660,675,157.7,4.28
12090661,499,192,2.6
12090662,1302,22.3,58.38
12090663,426,181.8,2.34
12090664,781,92.4,8.45
12090665,639,173.3,3.69
12090666,476,36,13.24
12090667,814,11.9,68.59
12090668,648,21.1,30.72
12090671,605,50.2,12.06
12090672,613,194,3.16
12090673,815,332.9,2.45
12090674,1136,61.7,18.4
12090677,479,137.7,3.48
12090680,405,517.1,0.78
12090682,422,653.9,0.65
12090683,535,238,2.25
12090684,1511,166.6,9.07
12090685,443,75.2,5.89
12090687,577,323.7,1.78
12090688,939,430.3,2.18
12090690,1337,137.1,9.76
12090691,542,59.7,9.08
12090693,1250,503.6,2.48
12090694,460,260.5,1.77
12090695,951,888.9,1.07
12090696,400,2795.2,0.14
12090697,983,2296.7,0.43
12090698,516,2802.8,0.18
12090699,476,2767.4,0.17
12090700,456,3038,0.15
12090701,874,2914.3,0.3
12090702,638,3125.9,0.2
12090703,532,2081.4,0.26
12090704,489,601.4,0.81
12090705,736,258.1,2.85
12090706,495,2313.1,0.21
12090707,519,2653.4,0.2
12090708,899,287,3.13
12090710,642,2750.6,0.23
12090711,703,1038.7,0.68
12090712,1383,166.2,8.32
12090717,514,13.9,36.98
12090719,689,451.8,1.53
12090721,516,179.6,2.87
12090722,483,33,14.65
12090723,427,1827.1,0.23
12090724,573,214.3,2.67
12090725,768,129.9,5.91
12090728,541,3807.2,0.14
12090729,608,647.8,0.94
12090730,400,1224,0.33
12090731,370,872,0.42
12090733,814,137.2,5.93
12090734,1665,1271.7,1.31
12090735,1094,2883.5,0.38
12090736,478,3429,0.14
12090737,1006,1541.3,0.65
12090738,1576,638.9,2.47
12090739,973,4167,0.23
12090740,712,288,2.47
12090741,898,1650.4,0.54
12090743,635,242.5,2.62
12090745,699,172.2,4.06
12090746,451,1227.5,0.37
12090747,526,1907.9,0.28
12090748,830,2877.9,0.29
12090750,383,2032.9,0.19
12090751,2056,1372.4,1.5
12090752,501,2621.7,0.19
12090753,537,1904.3,0.28
12090754,468,2928.7,0.16
12090755,543,1762.4,0.31
12090756,446,2442.5,0.18
12090757,510,2014.2,0.25
12090758,795,1150.3,0.69
12090759,438,3045.9,0.14
12090760,543,2871.5,0.19
12090761,441,2916.7,0.15
12090762,861,5428.8,0.16
12090763,360,3311.9,0.11
12090764,587,2921.9,0.2
12090765,593,2668.8,0.22
12090769,1016,2381.6,0.43
12090770,566,3470.3,0.16
12090771,835,618.6,1.35
12090772,452,1788,0.25
12090773,805,2302.6,0.35
12090774,450,2076.6,0.22
12090775,545,1395.6,0.39
12090776,525,3176,0.17
12090777,458,1944.8,0.24
12090778,386,3810.5,0.1
12090779,333,1289.7,0.26
12090780,594,2820.5,0.21
12090781,390,2205.9,0.18
12090782,494,2547.7,0.19
12090783,1586,2870.6,0.55
12090784,674,2156.8,0.31
12090785,368,2727.9,0.13
12090786,354,1235.6,0.29
12090787,564,2271.4,0.25
12090788,488,2401.6,0.2
12090789,435,2050.9,0.21
12090790,417,2243.1,0.19
